Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
PTPN23	1	0	0	0	1	0	0	0	2	2	2
RBM33	0	0	1	0	1	0	0	0	2	2	2
RHCE	0	0	0	0	2	0	0	0	2	2	2
RHPN2	0	0	0	0	1	1	0	0	2	2	2
RSPH6A	0	0	1	1	0	0	0	0	2	2	2
RTP1	0	0	0	0	2	0	0	0	2	2	2
RYR1	0	0	0	0	1	0	0	1	2	2	2
SEC63	1	1	0	0	0	0	0	0	2	2	2
SIGLEC11	0	0	0	0	2	0	0	0	2	2	2
SLFN13	0	0	0	0	2	0	0	0	2	2	2
TCF21	0	0	0	0	2	0	0	0	2	2	2
TGM3	0	0	0	0	2	0	0	0	2	2	2
VWA5B1	0	0	0	0	2	0	0	0	2	2	2
ZCCHC4	1	0	0	0	1	0	0	0	2	2	2
ZIC2	1	0	0	0	1	0	0	0	2	2	2
ZNF705G	0	0	0	0	2	0	0	0	2	2	2
ZNF99	0	0	0	0	2	0	0	0	2	2	2
ASPG	0	1	0	0	1	0	0	0	2	1	1
COG8	0	0	0	0	2	0	0	0	2	1	1
DDX60L	1	0	0	0	1	0	0	0	2	1	1
EVPL	0	0	0	0	2	0	0	0	2	1	1
FBN2	0	0	0	0	2	0	0	0	2	1	1
IGFN1	0	0	0	0	2	0	0	0	2	1	1
MAGEE1	0	0	2	0	0	0	0	0	2	1	1
MAN2B1	0	0	0	0	1	1	0	0	2	1	1
MAP2K2	0	0	0	0	1	0	0	1	2	1	1
MYOF	0	0	0	0	2	0	0	0	2	1	1
OR10H5	0	0	0	0	2	0	0	0	2	1	1
PCSK1	1	0	0	0	0	1	0	0	2	1	1
PRDX1	0	0	0	0	1	1	0	0	2	1	1
PTPN21	0	0	0	0	2	0	0	0	2	1	1
SLIT3	0	0	0	0	2	0	0	0	2	1	1
SPANXC	0	0	0	0	2	0	0	0	2	1	1
TCOF1	0	0	0	0	2	0	0	0	2	1	1
TRIM48	0	0	0	0	1	1	0	0	2	1	1
WBP1	1	1	0	0	0	0	0	0	2	1	1
ZNF347	0	0	0	0	2	0	0	0	2	1	1
ZNF728	0	0	0	0	2	0	0	0	2	1	1
AACS	1	0	0	0	0	0	0	0	1	1	1
AAMP	1	0	0	0	0	0	0	0	1	1	1
ABCA12	0	0	0	0	1	0	0	0	1	1	1
ABCA2	0	0	0	0	1	0	0	0	1	1	1
ABCA4	0	0	0	0	1	0	0	0	1	1	1
ABCC5	0	0	0	0	1	0	0	0	1	1	1
ABCD2	0	0	0	0	1	0	0	0	1	1	1
ABHD2	0	0	0	0	1	0	0	0	1	1	1
ABLIM3	0	0	0	0	1	0	0	0	1	1	1
ABR	0	0	0	0	1	0	0	0	1	1	1
ACIN1	1	0	0	0	0	0	0	0	1	1	1
ACTN2	1	0	0	0	0	0	0	0	1	1	1
ADAL	0	0	0	0	1	0	0	0	1	1	1
ADAM22	0	0	0	0	0	1	0	0	1	1	1
ADAMTS2	0	0	0	0	1	0	0	0	1	1	1
ADAMTS6	0	0	0	0	1	0	0	0	1	1	1
ADAMTSL2	0	0	0	0	1	0	0	0	1	1	1
ADAMTSL3	0	0	0	0	1	0	0	0	1	1	1
ADGRB1	0	0	0	0	1	0	0	0	1	1	1
ADGRE3	0	0	0	0	1	0	0	0	1	1	1
ADGRV1	0	0	0	0	0	1	0	0	1	1	1
ADORA2B	0	0	1	0	0	0	0	0	1	1	1
ADRA1D	0	0	0	0	1	0	0	0	1	1	1
ADSSL1	0	0	0	0	1	0	0	0	1	1	1
AFF3	0	0	0	0	1	0	0	0	1	1	1
AGL	0	0	0	0	0	1	0	0	1	1	1
AGXT	0	1	0	0	0	0	0	0	1	1	1
AHCY	0	0	0	0	1	0	0	0	1	1	1
AJAP1	0	0	1	0	0	0	0	0	1	1	1
AKAP13	0	0	0	0	1	0	0	0	1	1	1
AKAP8L	0	0	0	0	1	0	0	0	1	1	1
AKAP9	0	0	0	0	0	1	0	0	1	1	1
AKIP1	0	0	0	0	1	0	0	0	1	1	1
AKNA	0	0	0	0	1	0	0	0	1	1	1
AKT3	0	0	0	0	1	0	0	0	1	1	1
ALG13	0	0	0	0	1	0	0	0	1	1	1
ALPK2	0	0	0	0	1	0	0	0	1	1	1
AMBRA1	0	0	0	0	0	0	0	1	1	1	1
AMPD2	0	0	0	0	1	0	0	0	1	1	1
ANAPC5	0	0	0	0	1	0	0	0	1	1	1
ANKDD1A	0	0	0	0	1	0	0	0	1	1	1
ANKRD30A	0	0	0	0	1	0	0	0	1	1	1
ANKRD30B	0	0	0	0	0	0	0	1	1	1	1
ANKRD53	0	0	0	0	1	0	0	0	1	1	1
ANTXR1	0	0	0	0	1	0	0	0	1	1	1
APC	0	0	0	0	1	0	0	0	1	1	1
APOBEC1	0	0	0	0	1	0	0	0	1	1	1
APOBEC3H	0	0	0	0	1	0	0	0	1	1	1
APTX	0	0	0	0	1	0	0	0	1	1	1
ARFGEF1	0	0	0	0	1	0	0	0	1	1	1
ARFGEF3	0	0	0	0	1	0	0	0	1	1	1
ARHGAP22	0	0	0	0	1	0	0	0	1	1	1
ARHGAP33	0	0	0	0	1	0	0	0	1	1	1
ARHGAP5	0	0	0	0	1	0	0	0	1	1	1
ARHGEF12	0	0	0	0	1	0	0	0	1	1	1
ARHGEF40	0	0	0	0	1	0	0	0	1	1	1
ARHGEF7	0	0	0	0	1	0	0	0	1	1	1
ARID1A	0	0	0	0	1	0	0	0	1	1	1
ARID3C	0	0	0	0	1	0	0	0	1	1	1
ARL10	0	0	0	0	1	0	0	0	1	1	1
ARL13B	0	0	0	0	1	0	0	0	1	1	1
ARRB2	0	0	0	0	1	0	0	0	1	1	1
ARSI	0	0	0	0	1	0	0	0	1	1	1
ASB16	0	0	0	0	1	0	0	0	1	1	1
ASF1B	0	0	0	0	1	0	0	0	1	1	1
ASH1L	0	1	0	0	0	0	0	0	1	1	1
ASH2L	0	0	0	0	1	0	0	0	1	1	1
ATAD3A	0	0	0	0	1	0	0	0	1	1	1
ATAD3B	0	0	0	0	1	0	0	0	1	1	1
ATAD5	0	0	0	0	0	0	0	1	1	1	1
ATF7IP	0	0	0	0	1	0	0	0	1	1	1
ATG4D	1	0	0	0	0	0	0	0	1	1	1
ATP10A	0	0	0	0	1	0	0	0	1	1	1
ATP13A4	0	0	0	0	1	0	0	0	1	1	1
ATP9A	0	0	0	0	1	0	0	0	1	1	1
AUTS2	0	0	0	0	1	0	0	0	1	1	1
B4GALNT2	1	0	0	0	0	0	0	0	1	1	1
BCAM	1	0	0	0	0	0	0	0	1	1	1
BCKDHA	0	0	0	0	1	0	0	0	1	1	1
BCL2L2	0	0	0	0	1	0	0	0	1	1	1
BCL9	1	0	0	0	0	0	0	0	1	1	1
BCLAF1	0	0	0	0	1	0	0	0	1	1	1
BEGAIN	0	0	0	0	1	0	0	0	1	1	1
BEND5	1	0	0	0	0	0	0	0	1	1	1
BEST3	0	0	0	0	1	0	0	0	1	1	1
BHMT	1	0	0	0	0	0	0	0	1	1	1
BICRA	0	0	0	0	1	0	0	0	1	1	1
BNIP1	0	1	0	0	0	0	0	0	1	1	1
BRPF1	1	0	0	0	0	0	0	0	1	1	1
BRSK2	0	1	0	0	0	0	0	0	1	1	1
BRWD1	0	0	0	0	1	0	0	0	1	1	1
BTBD11	0	0	0	0	1	0	0	0	1	1	1
C11orf57	0	1	0	0	0	0	0	0	1	1	1
C19orf57	0	0	0	0	1	0	0	0	1	1	1
C1orf122	1	0	0	0	0	0	0	0	1	1	1
C1orf127	0	0	0	0	1	0	0	0	1	1	1
C2orf73	0	0	0	0	1	0	0	0	1	1	1
C3orf30	0	0	1	0	0	0	0	0	1	1	1
C6orf118	0	0	0	0	1	0	0	0	1	1	1
CACNA1A	0	0	0	0	0	0	0	1	1	1	1
CACNA1C	1	0	0	0	0	0	0	0	1	1	1
CACNA1G	0	0	1	0	0	0	0	0	1	1	1
CACNA1H	0	0	0	0	1	0	0	0	1	1	1
CACNB2	0	0	0	0	1	0	0	0	1	1	1
CALD1	1	0	0	0	0	0	0	0	1	1	1
CALR	0	0	0	0	1	0	0	0	1	1	1
CALY	0	0	0	0	1	0	0	0	1	1	1
CASP5	1	0	0	0	0	0	0	0	1	1	1
CBL	0	0	1	0	0	0	0	0	1	1	1
CBWD3	0	0	0	0	0	0	0	1	1	1	1
CCDC90B	0	0	0	0	1	0	0	0	1	1	1
CCNC	0	0	0	0	0	1	0	0	1	1	1
CCNK	0	0	0	0	1	0	0	0	1	1	1
CCZ1	0	0	0	0	1	0	0	0	1	1	1
CD101	1	0	0	0	0	0	0	0	1	1	1
CD40	0	0	0	0	0	1	0	0	1	1	1
CD93	1	0	0	0	0	0	0	0	1	1	1
CDAN1	0	0	0	0	1	0	0	0	1	1	1
CDC27	0	0	0	0	1	0	0	0	1	1	1
CDH10	0	0	0	0	0	1	0	0	1	1	1
CDK11A	0	0	0	1	0	0	0	0	1	1	1
CDK15	0	0	0	0	1	0	0	0	1	1	1
CDK18	0	0	0	0	1	0	0	0	1	1	1
CDKL3	0	0	1	0	0	0	0	0	1	1	1
CDKN2A	0	0	0	0	0	1	0	0	1	1	1
CDRT1	0	0	0	0	1	0	0	0	1	1	1
CDS2	0	0	0	0	0	0	0	1	1	1	1
CELSR2	0	0	0	0	1	0	0	0	1	1	1
CEP120	0	0	0	0	1	0	0	0	1	1	1
CEP170	0	0	0	0	0	1	0	0	1	1	1
CFAP36	0	1	0	0	0	0	0	0	1	1	1
CFAP47	0	0	0	0	1	0	0	0	1	1	1
CFAP99	0	0	0	0	1	0	0	0	1	1	1
CGB7	0	0	0	0	1	0	0	0	1	1	1
CHD1	0	0	0	0	1	0	0	0	1	1	1
CHEK1	0	1	0	0	0	0	0	0	1	1	1
CHIC1	0	0	1	0	0	0	0	0	1	1	1
CIDEA	0	0	0	0	1	0	0	0	1	1	1
CLCA2	0	0	0	0	1	0	0	0	1	1	1
CLPTM1L	0	0	0	0	1	0	0	0	1	1	1
CMTR1	0	0	0	0	1	0	0	0	1	1	1
CNDP1	0	0	0	0	1	0	0	0	1	1	1
CNTN5	0	0	0	0	1	0	0	0	1	1	1
CNTN6	1	0	0	0	0	0	0	0	1	1	1
COL15A1	0	0	0	0	1	0	0	0	1	1	1
COL18A1	0	0	0	0	1	0	0	0	1	1	1
COL4A6	0	0	0	0	1	0	0	0	1	1	1
COL5A3	1	0	0	0	0	0	0	0	1	1	1
COMMD10	1	0	0	0	0	0	0	0	1	1	1
COPB2	0	0	0	0	1	0	0	0	1	1	1
CPNE7	0	0	0	0	1	0	0	0	1	1	1
CREB3L2	1	0	0	0	0	0	0	0	1	1	1
CRK	0	0	0	0	1	0	0	0	1	1	1
CRTC1	1	0	0	0	0	0	0	0	1	1	1
CRYBG2	0	0	0	0	1	0	0	0	1	1	1
CSAG1	0	0	0	0	1	0	0	0	1	1	1
CSH2	0	0	0	0	1	0	0	0	1	1	1
CTH	0	0	0	0	1	0	0	0	1	1	1
CTNNB1	0	0	0	0	1	0	0	0	1	1	1
CTTNBP2NL	0	0	0	0	1	0	0	0	1	1	1
CUBN	0	0	0	0	1	0	0	0	1	1	1
CUL4A	0	0	0	0	1	0	0	0	1	1	1
CYHR1	1	0	0	0	0	0	0	0	1	1	1
CYP4A22	0	0	0	0	1	0	0	0	1	1	1
DAAM1	0	0	0	0	1	0	0	0	1	1	1
DAGLA	0	0	0	0	1	0	0	0	1	1	1
DBNL	0	0	0	0	1	0	0	0	1	1	1
DCHS1	0	0	0	0	0	1	0	0	1	1	1
DDX20	0	0	0	0	1	0	0	0	1	1	1
DDX27	0	0	1	0	0	0	0	0	1	1	1
DENND5B	0	0	0	0	1	0	0	0	1	1	1
DERL3	0	0	0	0	1	0	0	0	1	1	1
DGKG	0	0	0	0	1	0	0	0	1	1	1
DHRS4L2	0	0	0	0	0	1	0	0	1	1	1
DIXDC1	0	0	0	0	1	0	0	0	1	1	1
DLGAP3	1	0	0	0	0	0	0	0	1	1	1
DLX2	0	0	1	0	0	0	0	0	1	1	1
DLX6	1	0	0	0	0	0	0	0	1	1	1
DNAH17	0	0	0	0	1	0	0	0	1	1	1
DNAH7	0	0	0	0	1	0	0	0	1	1	1
DNAJC13	1	0	0	0	0	0	0	0	1	1	1
DNMT3A	0	0	0	0	1	0	0	0	1	1	1
DOK3	0	0	0	0	1	0	0	0	1	1	1
DOPEY2	0	0	0	0	1	0	0	0	1	1	1
DPP3	0	0	0	0	1	0	0	0	1	1	1
DPP4	0	0	0	0	1	0	0	0	1	1	1
DPPA3	0	0	0	0	1	0	0	0	1	1	1
DSG4	0	0	0	0	1	0	0	0	1	1	1
DTD2	0	0	0	0	1	0	0	0	1	1	1
DYRK1B	0	0	0	0	1	0	0	0	1	1	1
ECM2	1	0	0	0	0	0	0	0	1	1	1
EDIL3	0	0	0	0	1	0	0	0	1	1	1
EFS	0	0	0	0	1	0	0	0	1	1	1
EHD2	0	0	0	0	0	1	0	0	1	1	1
EIF3C	0	0	1	0	0	0	0	0	1	1	1
EIF5AL1	0	0	0	0	1	0	0	0	1	1	1
ELFN2	0	0	0	0	1	0	0	0	1	1	1
ENOX2	0	0	0	0	1	0	0	0	1	1	1
ENTPD3	0	0	0	0	1	0	0	0	1	1	1
EPHA2	0	0	0	0	1	0	0	0	1	1	1
EPPK1	0	0	0	0	1	0	0	0	1	1	1
ERGIC2	0	0	0	0	1	0	0	0	1	1	1
ERICH3	0	0	0	0	1	0	0	0	1	1	1
ERN2	0	0	0	0	1	0	0	0	1	1	1
ESPN	0	0	0	0	1	0	0	0	1	1	1
ETV4	0	0	0	0	1	0	0	0	1	1	1
EVL	1	0	0	0	0	0	0	0	1	1	1
EWSR1	0	0	0	0	1	0	0	0	1	1	1
EXTL1	0	0	1	0	0	0	0	0	1	1	1
FAIM	0	0	0	0	1	0	0	0	1	1	1
FAM110D	0	0	0	0	1	0	0	0	1	1	1
FAM129B	0	0	0	0	1	0	0	0	1	1	1
FAM135B	0	0	0	0	1	0	0	0	1	1	1
FAM170B	0	0	0	0	0	1	0	0	1	1	1
FAM186A	0	0	1	0	0	0	0	0	1	1	1
FAM19A2	0	0	0	0	1	0	0	0	1	1	1
FAM228A	0	0	0	0	1	0	0	0	1	1	1
FAM47C	0	0	0	0	1	0	0	0	1	1	1
FAM86C1	0	0	0	0	1	0	0	0	1	1	1
FAT1	0	0	0	0	1	0	0	0	1	1	1
FBLIM1	0	0	0	0	1	0	0	0	1	1	1
FBN3	0	0	0	0	1	0	0	0	1	1	1
FCGBP	0	0	0	0	1	0	0	0	1	1	1
FETUB	0	0	0	0	1	0	0	0	1	1	1
FHOD3	0	0	0	0	1	0	0	0	1	1	1
FKBP10	0	0	0	0	1	0	0	0	1	1	1
FMNL2	0	0	0	0	1	0	0	0	1	1	1
FN1	0	0	0	0	1	0	0	0	1	1	1
FNDC1	0	0	0	0	1	0	0	0	1	1	1
FOXC2	0	0	0	0	1	0	0	0	1	1	1
FOXD4	0	0	0	0	1	0	0	0	1	1	1
FOXN3	0	0	0	0	1	0	0	0	1	1	1
FRMPD1	1	0	0	0	0	0	0	0	1	1	1
FUT10	0	0	0	0	0	1	0	0	1	1	1
G3BP1	0	0	0	0	0	1	0	0	1	1	1
GABBR2	0	0	0	0	1	0	0	0	1	1	1
GABRA2	0	0	0	0	1	0	0	0	1	1	1
GABRA4	0	0	0	0	1	0	0	0	1	1	1
GABRR1	0	0	0	0	1	0	0	0	1	1	1
GALNT11	0	0	0	0	1	0	0	0	1	1	1
GALNT15	0	0	0	0	1	0	0	0	1	1	1
GBP4	0	0	0	0	1	0	0	0	1	1	1
GEMIN5	0	0	0	0	1	0	0	0	1	1	1
GFRA4	0	0	1	0	0	0	0	0	1	1	1
GJB4	0	0	0	0	1	0	0	0	1	1	1
GNPAT	0	0	0	0	1	0	0	0	1	1	1
GOLGA6A	0	0	0	0	1	0	0	0	1	1	1
GOLGA6L10	0	0	0	0	1	0	0	0	1	1	1
GOLT1A	1	0	0	0	0	0	0	0	1	1	1
GOLT1B	0	0	0	0	1	0	0	0	1	1	1
GPAM	0	0	0	0	1	0	0	0	1	1	1
GPATCH1	0	0	0	0	0	1	0	0	1	1	1
GPBP1	0	0	0	0	1	0	0	0	1	1	1
GPC3	0	0	1	0	0	0	0	0	1	1	1
GPN3	0	0	0	0	1	0	0	0	1	1	1
GPR142	0	0	0	0	1	0	0	0	1	1	1
GPR161	0	0	0	0	1	0	0	0	1	1	1
GPR37L1	0	0	1	0	0	0	0	0	1	1	1
GRB14	0	1	0	0	0	0	0	0	1	1	1
GREB1	0	0	0	0	1	0	0	0	1	1	1
GRID1	0	0	0	0	1	0	0	0	1	1	1
GRID2	0	0	0	0	1	0	0	0	1	1	1
GRIK2	0	0	0	0	1	0	0	0	1	1	1
GRIN2B	0	0	1	0	0	0	0	0	1	1	1
GRM7	0	0	0	0	1	0	0	0	1	1	1
GSDMD	0	0	0	0	1	0	0	0	1	1	1
GSTM5	0	0	0	0	1	0	0	0	1	1	1
GTF2F2	0	0	0	0	1	0	0	0	1	1	1
GTF3C3	0	1	0	0	0	0	0	0	1	1	1
HABP4	0	0	0	0	1	0	0	0	1	1	1
HASPIN	0	0	0	0	1	0	0	0	1	1	1
HDGFL2	0	0	0	0	0	1	0	0	1	1	1
HEATR5B	0	0	0	0	1	0	0	0	1	1	1
HEY2	0	0	0	0	1	0	0	0	1	1	1
HIST1H2AC	1	0	0	0	0	0	0	0	1	1	1
HIST2H2AB	0	0	0	0	1	0	0	0	1	1	1
HLA-DRB5	0	0	0	0	1	0	0	0	1	1	1
HLCS	0	0	0	0	1	0	0	0	1	1	1
HMCN1	0	0	0	0	1	0	0	0	1	1	1
HNRNPCL2	0	0	0	0	1	0	0	0	1	1	1
HOMEZ	1	0	0	0	0	0	0	0	1	1	1
HOXB2	1	0	0	0	0	0	0	0	1	1	1
HOXC9	0	0	1	0	0	0	0	0	1	1	1
HOXD12	0	0	0	0	1	0	0	0	1	1	1
HOXD3	1	0	0	0	0	0	0	0	1	1	1
HPCAL1	0	0	0	0	0	1	0	0	1	1	1
HRASLS5	0	0	0	0	1	0	0	0	1	1	1
HS6ST3	0	0	0	0	1	0	0	0	1	1	1
HSF1	0	0	0	0	1	0	0	0	1	1	1
HTRA3	0	0	0	0	1	0	0	0	1	1	1
IARS	1	0	0	0	0	0	0	0	1	1	1
IFNA17	0	0	0	0	1	0	0	0	1	1	1
IFT172	0	0	0	0	1	0	0	0	1	1	1
ING1	0	0	0	0	0	1	0	0	1	1	1
INMT	0	0	0	0	1	0	0	0	1	1	1
INO80E	0	1	0	0	0	0	0	0	1	1	1
INSC	0	0	0	0	0	0	0	1	1	1	1
INTS5	0	0	0	0	0	1	0	0	1	1	1
IPO11	0	0	0	0	1	0	0	0	1	1	1
IRS2	0	0	0	0	1	0	0	0	1	1	1
ITGA3	0	0	0	0	1	0	0	0	1	1	1
ITPKA	0	0	0	0	1	0	0	0	1	1	1
ITPR3	0	0	0	0	1	0	0	0	1	1	1
ITSN2	0	0	0	0	1	0	0	0	1	1	1
JMY	0	0	0	0	1	0	0	0	1	1	1
KALRN	0	0	0	0	1	0	0	0	1	1	1
KCNMA1	1	0	0	0	0	0	0	0	1	1	1
KDELC1	0	0	0	0	1	0	0	0	1	1	1
KEAP1	0	0	0	0	1	0	0	0	1	1	1
KIAA1324L	0	0	0	0	1	0	0	0	1	1	1
KIAA1468	0	0	0	0	1	0	0	0	1	1	1
KIAA1683	0	0	0	0	1	0	0	0	1	1	1
KIAA2026	0	0	1	0	0	0	0	0	1	1	1
KIF25	0	0	0	0	1	0	0	0	1	1	1
KLHL29	0	0	0	0	0	1	0	0	1	1	1
KLHL6	0	0	0	0	1	0	0	0	1	1	1
KLRC4	0	0	1	0	0	0	0	0	1	1	1
KRBOX4	0	0	1	0	0	0	0	0	1	1	1
KRT1	0	0	1	0	0	0	0	0	1	1	1
KRT10	0	0	0	0	1	0	0	0	1	1	1
KRT2	0	0	0	0	1	0	0	0	1	1	1
KRT38	0	0	0	0	1	0	0	0	1	1	1
KRT5	0	0	0	0	1	0	0	0	1	1	1
KRTAP10-2	0	0	0	0	1	0	0	0	1	1	1
KRTAP10-5	0	0	0	0	1	0	0	0	1	1	1
KRTAP10-6	0	0	0	0	1	0	0	0	1	1	1
KRTAP11-1	0	0	0	0	0	1	0	0	1	1	1
KRTAP2-3	0	0	1	0	0	0	0	0	1	1	1
KRTAP4-7	0	0	0	0	1	0	0	0	1	1	1
KRTAP4-9	0	0	0	0	1	0	0	0	1	1	1
KRTAP9-9	0	0	0	0	1	0	0	0	1	1	1
LAMA5	0	0	0	0	1	0	0	0	1	1	1
LAMC3	0	0	0	0	1	0	0	0	1	1	1
LARP1	0	0	0	0	0	0	0	1	1	1	1
LARP7	0	0	0	1	0	0	0	0	1	1	1
LCMT2	0	0	0	0	1	0	0	0	1	1	1
LDLR	0	0	0	0	1	0	0	0	1	1	1
LHCGR	0	0	0	0	1	0	0	0	1	1	1
LHX1	0	0	0	0	1	0	0	0	1	1	1
LILRA1	0	0	0	0	1	0	0	0	1	1	1
LILRA2	0	0	0	0	0	0	0	1	1	1	1
LILRA6	0	0	0	0	1	0	0	0	1	1	1
LILRB2	0	0	0	0	1	0	0	0	1	1	1
LILRB4	0	0	0	0	1	0	0	0	1	1	1
LIMK2	1	0	0	0	0	0	0	0	1	1	1
LINGO3	0	0	0	0	1	0	0	0	1	1	1
LLGL2	0	0	0	0	1	0	0	0	1	1	1
LMAN1	0	1	0	0	0	0	0	0	1	1	1
LOC729159	1	0	0	0	0	0	0	0	1	1	1
LOXL3	1	0	0	0	0	0	0	0	1	1	1
LRCH2	0	0	1	0	0	0	0	0	1	1	1
LRP1	0	0	0	0	1	0	0	0	1	1	1
LRP6	0	0	0	0	1	0	0	0	1	1	1
LRRC7	0	0	0	0	1	0	0	0	1	1	1
LRRIQ3	0	1	0	0	0	0	0	0	1	1	1
LSAMP	0	0	0	0	1	0	0	0	1	1	1
LSS	0	0	0	0	1	0	0	0	1	1	1
LTBP3	0	0	0	0	1	0	0	0	1	1	1
LTN1	0	0	0	0	1	0	0	0	1	1	1
LYPD1	0	0	0	0	1	0	0	0	1	1	1
MAATS1	0	0	0	0	1	0	0	0	1	1	1
MAB21L2	0	0	0	0	1	0	0	0	1	1	1
MAD2L1	0	0	0	0	1	0	0	0	1	1	1
MAGEC1	0	0	0	0	1	0	0	0	1	1	1
MAGEL2	0	0	0	0	1	0	0	0	1	1	1
MAP3K7	0	0	1	0	0	0	0	0	1	1	1
MARCH10	0	0	0	0	1	0	0	0	1	1	1
MC1R	0	0	0	0	1	0	0	0	1	1	1
MCM8	0	0	0	0	1	0	0	0	1	1	1
MDS2	0	0	0	1	0	0	0	0	1	1	1
MEGF6	0	0	0	0	1	0	0	0	1	1	1
METTL27	1	0	0	0	0	0	0	0	1	1	1
METTL9	0	0	0	0	1	0	0	0	1	1	1
MIA2	0	0	0	0	0	1	0	0	1	1	1
MIF4GD	0	0	1	0	0	0	0	0	1	1	1
MIS18BP1	1	0	0	0	0	0	0	0	1	1	1
MISP	0	0	0	0	1	0	0	0	1	1	1
MKI67	0	0	0	0	1	0	0	0	1	1	1
MKL2	0	0	0	0	1	0	0	0	1	1	1
MKNK2	0	0	0	0	1	0	0	0	1	1	1
MLLT6	0	0	0	0	1	0	0	0	1	1	1
MRC2	0	0	1	0	0	0	0	0	1	1	1
MRPS5	1	0	0	0	0	0	0	0	1	1	1
MSTN	0	0	0	0	1	0	0	0	1	1	1
MSX1	0	0	0	0	1	0	0	0	1	1	1
MT1HL1	0	0	0	0	1	0	0	0	1	1	1
MTA1	0	0	0	0	0	1	0	0	1	1	1
MTHFSD	0	0	0	0	1	0	0	0	1	1	1
MUC12	0	0	0	0	1	0	0	0	1	1	1
MUC16	0	0	0	0	0	0	0	1	1	1	1
MUC20	0	0	0	0	1	0	0	0	1	1	1
MUC5B	1	0	0	0	0	0	0	0	1	1	1
MYH1	0	0	0	0	1	0	0	0	1	1	1
MYH13	0	0	0	0	1	0	0	0	1	1	1
MYH14	0	0	0	0	1	0	0	0	1	1	1
MYH6	0	0	0	0	1	0	0	0	1	1	1
MYO15A	0	0	0	0	0	0	0	1	1	1	1
MYO18B	0	0	0	0	0	1	0	0	1	1	1
NAA15	0	0	0	0	1	0	0	0	1	1	1
NAA25	0	0	0	0	1	0	0	0	1	1	1
NABP2	0	0	0	0	1	0	0	0	1	1	1
NAV3	0	0	0	0	0	1	0	0	1	1	1
NBPF14	0	0	0	0	1	0	0	0	1	1	1
NBPF26	0	0	0	0	1	0	0	0	1	1	1
NBPF3	0	0	0	0	1	0	0	0	1	1	1
NCK2	0	0	0	0	1	0	0	0	1	1	1
