Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
CGB7	0	0	0	0	2	0	0	0	2	2	2
CHEK1	0	2	0	0	0	0	0	0	2	2	2
CMTR1	0	0	0	0	2	0	0	0	2	2	2
CNOT3	2	0	0	0	0	0	0	0	2	2	2
CNTN5	0	0	0	0	2	0	0	0	2	2	2
COL11A1	0	0	0	0	2	0	0	0	2	2	2
CPNE7	0	0	0	0	2	0	0	0	2	2	2
CRK	0	0	0	0	2	0	0	0	2	2	2
CSH2	0	0	0	0	2	0	0	0	2	2	2
CTNNB1	0	0	0	0	2	0	0	0	2	2	2
DAGLA	0	0	0	0	2	0	0	0	2	2	2
DAZAP1	1	0	0	0	1	0	0	0	2	2	2
DBNL	0	0	0	0	2	0	0	0	2	2	2
DENND5B	0	0	0	0	2	0	0	0	2	2	2
DGKG	0	0	0	0	2	0	0	0	2	2	2
DIAPH2	2	0	0	0	0	0	0	0	2	2	2
DLGAP2	0	0	0	0	2	0	0	0	2	2	2
DNAH17	0	0	0	0	2	0	0	0	2	2	2
DNAH7	0	0	0	0	2	0	0	0	2	2	2
DNMT3A	0	0	0	0	2	0	0	0	2	2	2
DOK3	0	0	0	0	2	0	0	0	2	2	2
DPP3	0	0	0	0	2	0	0	0	2	2	2
DTD2	0	0	0	0	2	0	0	0	2	2	2
EFS	0	0	0	0	2	0	0	0	2	2	2
ERGIC2	0	0	0	0	2	0	0	0	2	2	2
ERICH3	0	0	0	0	2	0	0	0	2	2	2
ERN2	0	0	0	0	2	0	0	0	2	2	2
FAM129B	0	0	0	0	2	0	0	0	2	2	2
FAM135B	0	0	0	0	2	0	0	0	2	2	2
FAM161B	0	0	0	0	2	0	0	0	2	2	2
FAM170B	0	0	0	0	0	2	0	0	2	2	2
FAM19A2	0	0	0	0	2	0	0	0	2	2	2
FAM47C	0	0	0	0	2	0	0	0	2	2	2
FAT1	0	0	0	0	2	0	0	0	2	2	2
FETUB	0	0	0	0	2	0	0	0	2	2	2
FHOD3	0	0	0	0	2	0	0	0	2	2	2
FKBP10	0	0	0	0	2	0	0	0	2	2	2
FLG	1	0	0	0	1	0	0	0	2	2	2
FNDC1	0	0	0	0	2	0	0	0	2	2	2
FOXC2	0	0	0	0	2	0	0	0	2	2	2
FOXN3	0	0	0	0	2	0	0	0	2	2	2
FRMPD1	2	0	0	0	0	0	0	0	2	2	2
GABBR2	0	0	0	0	2	0	0	0	2	2	2
GABRA2	0	0	0	0	2	0	0	0	2	2	2
GEMIN5	0	0	0	0	2	0	0	0	2	2	2
GOLGA6A	0	0	0	0	2	0	0	0	2	2	2
GPR142	0	0	0	0	2	0	0	0	2	2	2
GPR37L1	0	0	2	0	0	0	0	0	2	2	2
GREB1	0	0	0	0	2	0	0	0	2	2	2
GRID1	0	0	0	0	2	0	0	0	2	2	2
GRIK2	0	0	0	0	2	0	0	0	2	2	2
GRM7	0	0	0	0	2	0	0	0	2	2	2
HDGFL2	0	0	0	0	1	1	0	0	2	2	2
HIST1H2AC	2	0	0	0	0	0	0	0	2	2	2
HIST2H2AB	0	0	0	0	2	0	0	0	2	2	2
HLCS	0	0	0	0	2	0	0	0	2	2	2
HMCN1	0	0	0	0	2	0	0	0	2	2	2
HOXD12	0	0	0	0	2	0	0	0	2	2	2
HTRA3	0	0	0	0	2	0	0	0	2	2	2
ING1	0	0	0	0	0	2	0	0	2	2	2
INMT	0	0	0	0	2	0	0	0	2	2	2
INO80E	0	2	0	0	0	0	0	0	2	2	2
INSC	0	0	0	0	0	0	0	2	2	2	2
INTS5	0	0	0	0	1	1	0	0	2	2	2
IRS2	0	0	0	0	2	0	0	0	2	2	2
KCNMA1	1	0	1	0	0	0	0	0	2	2	2
KEAP1	0	0	0	0	2	0	0	0	2	2	2
KIAA1468	0	0	0	0	2	0	0	0	2	2	2
KIF25	0	0	0	0	2	0	0	0	2	2	2
KLHL6	0	0	0	0	2	0	0	0	2	2	2
KRTAP11-1	0	0	0	0	0	2	0	0	2	2	2
KRTAP9-9	0	0	0	0	2	0	0	0	2	2	2
LARP1	0	0	0	0	0	0	0	2	2	2	2
LCMT2	0	0	0	0	2	0	0	0	2	2	2
LHCGR	0	0	0	0	2	0	0	0	2	2	2
LILRA1	0	0	0	0	2	0	0	0	2	2	2
LILRA6	0	0	0	0	2	0	0	0	2	2	2
LILRB2	0	0	0	0	2	0	0	0	2	2	2
LINGO3	0	0	0	0	2	0	0	0	2	2	2
LMAN1	0	2	0	0	0	0	0	0	2	2	2
LRCH2	0	0	2	0	0	0	0	0	2	2	2
LRRC7	0	0	0	0	2	0	0	0	2	2	2
LRRIQ3	0	2	0	0	0	0	0	0	2	2	2
LSAMP	0	0	0	0	2	0	0	0	2	2	2
LSS	0	0	0	0	2	0	0	0	2	2	2
LYPD1	0	0	0	0	2	0	0	0	2	2	2
MAATS1	0	0	0	0	2	0	0	0	2	2	2
MAD2L1	0	0	0	0	2	0	0	0	2	2	2
MAN2C1	1	0	0	0	1	0	0	0	2	2	2
MAP1LC3A	0	0	0	0	2	0	0	0	2	2	2
MAPK8IP3	0	0	1	0	1	0	0	0	2	2	2
MC1R	0	0	0	0	2	0	0	0	2	2	2
MCM8	0	0	0	0	2	0	0	0	2	2	2
MEGF6	0	0	0	0	2	0	0	0	2	2	2
MIS18BP1	1	1	0	0	0	0	0	0	2	2	2
MISP	0	0	0	0	2	0	0	0	2	2	2
MSTN	0	0	0	0	2	0	0	0	2	2	2
MUC20	0	0	0	0	2	0	0	0	2	2	2
MUC5B	1	0	0	0	1	0	0	0	2	2	2
MYH1	0	0	0	0	2	0	0	0	2	2	2
MYH7	0	0	0	0	1	0	0	1	2	2	2
MYO18B	0	0	0	0	0	2	0	0	2	2	2
MYRF	2	0	0	0	0	0	0	0	2	2	2
NABP2	0	0	0	0	2	0	0	0	2	2	2
NAV3	0	0	0	0	0	2	0	0	2	2	2
NBPF14	0	0	0	0	2	0	0	0	2	2	2
NBPF3	0	0	0	0	2	0	0	0	2	2	2
NKX2-1	0	0	0	0	2	0	0	0	2	2	2
NME3	0	0	0	0	2	0	0	0	2	2	2
NPAP1	0	0	0	0	2	0	0	0	2	2	2
NPAS3	0	0	0	0	2	0	0	0	2	2	2
NPEPPS	0	0	0	0	2	0	0	0	2	2	2
NPIPB6	0	0	0	0	2	0	0	0	2	2	2
NR2F1	0	0	0	0	2	0	0	0	2	2	2
NR4A2	0	0	0	0	0	2	0	0	2	2	2
NRXN2	0	2	0	0	0	0	0	0	2	2	2
NUTM2B	0	0	0	0	2	0	0	0	2	2	2
OR11H12	0	0	0	0	2	0	0	0	2	2	2
OR2L3	0	0	0	0	2	0	0	0	2	2	2
OR2L8	0	0	0	0	2	0	0	0	2	2	2
OR8G2P	0	0	0	0	2	0	0	0	2	2	2
P3H2	0	0	0	0	2	0	0	0	2	2	2
PABPC1	0	1	0	0	0	0	0	1	2	2	2
PARD3B	2	0	0	0	0	0	0	0	2	2	2
PCDHA5	0	0	0	0	2	0	0	0	2	2	2
PGAP2	0	0	0	0	2	0	0	0	2	2	2
PHACTR2	2	0	0	0	0	0	0	0	2	2	2
PLIN4	0	0	0	0	2	0	0	0	2	2	2
PMS2	0	0	0	0	1	1	0	0	2	2	2
PNPLA5	0	0	0	0	0	2	0	0	2	2	2
POLD1	0	0	0	0	2	0	0	0	2	2	2
POTEE	0	0	0	0	2	0	0	0	2	2	2
PPEF2	0	0	0	0	2	0	0	0	2	2	2
PRB4	0	0	0	0	2	0	0	0	2	2	2
PRDM15	0	0	0	0	2	0	0	0	2	2	2
PROM1	0	0	1	0	1	0	0	0	2	2	2
PROM2	0	0	0	0	2	0	0	0	2	2	2
PRUNE2	0	0	0	0	0	2	0	0	2	2	2
PSMA1	2	0	0	0	0	0	0	0	2	2	2
PTMA	0	0	0	0	0	0	2	0	2	2	2
PTPN23	1	0	0	0	1	0	0	0	2	2	2
PTPRO	0	0	0	0	2	0	0	0	2	2	2
PXDNL	0	0	0	0	2	0	0	0	2	2	2
PXK	0	0	0	0	2	0	0	0	2	2	2
RAB37	0	0	0	0	2	0	0	0	2	2	2
RADIL	0	0	0	0	2	0	0	0	2	2	2
RAI1	0	0	0	0	2	0	0	0	2	2	2
RANBP2	0	0	0	0	2	0	0	0	2	2	2
RAPH1	0	0	0	0	2	0	0	0	2	2	2
RASA1	0	0	0	0	2	0	0	0	2	2	2
RBM33	0	0	1	0	1	0	0	0	2	2	2
RBMXL1	0	1	0	0	1	0	0	0	2	2	2
RELN	0	0	0	0	2	0	0	0	2	2	2
RERE	0	0	0	0	2	0	0	0	2	2	2
RFPL3	0	0	0	0	2	0	0	0	2	2	2
RHCE	0	0	0	0	2	0	0	0	2	2	2
RHPN1	0	0	0	0	2	0	0	0	2	2	2
RNF145	0	1	0	0	1	0	0	0	2	2	2
RPS27L	0	0	0	0	2	0	0	0	2	2	2
RPS6KL1	0	0	0	0	2	0	0	0	2	2	2
RSPH6A	0	0	1	1	0	0	0	0	2	2	2
RYR1	0	0	0	0	1	0	0	1	2	2	2
SAA1	0	0	0	0	2	0	0	0	2	2	2
SAR1B	1	0	0	0	1	0	0	0	2	2	2
SCIMP	1	0	0	0	1	0	0	0	2	2	2
SCOC	0	0	0	0	2	0	0	0	2	2	2
SDC4	0	0	0	0	2	0	0	0	2	2	2
SDF4	1	0	0	0	1	0	0	0	2	2	2
SEC14L5	0	0	0	0	2	0	0	0	2	2	2
SEC63	1	1	0	0	0	0	0	0	2	2	2
SEMA3G	0	0	0	0	2	0	0	0	2	2	2
SIPA1L1	0	0	1	0	1	0	0	0	2	2	2
SLC5A4	0	0	0	0	2	0	0	0	2	2	2
SLCO2B1	0	0	0	0	2	0	0	0	2	2	2
SMARCC2	2	0	0	0	0	0	0	0	2	2	2
SNX2	0	0	0	0	2	0	0	0	2	2	2
SPAG1	0	0	0	0	2	0	0	0	2	2	2
SPTBN4	0	0	0	0	2	0	0	0	2	2	2
STAC3	0	0	0	0	2	0	0	0	2	2	2
STAT5A	0	0	0	0	2	0	0	0	2	2	2
STAT5B	2	0	0	0	0	0	0	0	2	2	2
STX1B	0	0	0	0	2	0	0	0	2	2	2
TAF1C	0	0	0	0	0	2	0	0	2	2	2
TBCD	0	0	0	0	2	0	0	0	2	2	2
TCERG1	0	0	0	0	2	0	0	0	2	2	2
TCF21	0	0	0	0	2	0	0	0	2	2	2
TENM4	0	0	1	0	1	0	0	0	2	2	2
TEX2	0	0	0	0	2	0	0	0	2	2	2
TGM3	0	0	0	0	2	0	0	0	2	2	2
THAP7	0	0	0	0	2	0	0	0	2	2	2
THSD7A	0	0	0	0	2	0	0	0	2	2	2
TIMM50	0	0	0	0	2	0	0	0	2	2	2
TMCC3	0	0	0	0	2	0	0	0	2	2	2
TMEM139	0	0	0	0	2	0	0	0	2	2	2
TMIGD2	0	0	0	0	2	0	0	0	2	2	2
TMX3	0	0	0	0	0	2	0	0	2	2	2
TNFRSF18	0	0	0	0	2	0	0	0	2	2	2
TNN	1	0	0	0	1	0	0	0	2	2	2
TOP1MT	0	0	0	0	2	0	0	0	2	2	2
TP53	0	0	0	0	0	2	0	0	2	2	2
TPO	0	0	0	0	0	2	0	0	2	2	2
TRDN	0	0	0	0	2	0	0	0	2	2	2
TTC14	0	0	0	0	0	0	0	2	2	2	2
UGT1A1	0	0	0	0	2	0	0	0	2	2	2
VWA5B1	0	0	0	0	2	0	0	0	2	2	2
WDR59	0	0	0	0	2	0	0	0	2	2	2
WDR90	2	0	0	0	0	0	0	0	2	2	2
YIPF4	0	0	0	0	0	2	0	0	2	2	2
YWHAZ	0	0	0	0	2	0	0	0	2	2	2
ZCCHC4	1	0	0	0	1	0	0	0	2	2	2
ZDHHC14	0	0	0	0	2	0	0	0	2	2	2
ZMYM5	0	0	0	0	2	0	0	0	2	2	2
ZNF469	0	0	0	0	2	0	0	0	2	2	2
ZNF491	0	0	0	0	2	0	0	0	2	2	2
ZNF530	0	0	0	0	2	0	0	0	2	2	2
ZNF578	0	0	0	0	2	0	0	0	2	2	2
ZNF705G	0	0	0	0	2	0	0	0	2	2	2
ZNF718	0	0	0	0	0	0	0	2	2	2	2
ZNF727	0	0	0	0	2	0	0	0	2	2	2
ZP3	0	0	0	0	2	0	0	0	2	2	2
ZXDB	0	0	0	0	2	0	0	0	2	2	2
ZYG11A	0	0	0	0	2	0	0	0	2	2	2
ASPG	0	1	0	0	1	0	0	0	2	1	1
COG8	0	0	0	0	2	0	0	0	2	1	1
GUSB	0	0	0	0	2	0	0	0	2	1	1
LAMB4	0	0	0	0	1	0	0	1	2	1	1
MAGEE1	0	0	2	0	0	0	0	0	2	1	1
MAN2B1	0	0	0	0	1	1	0	0	2	1	1
MAP2K2	0	0	0	0	1	0	0	1	2	1	1
MYOF	0	0	0	0	2	0	0	0	2	1	1
NOS2	0	0	0	0	1	0	0	1	2	1	1
PCSK1	1	0	0	0	0	1	0	0	2	1	1
PRDX1	0	0	0	0	1	1	0	0	2	1	1
PTPN21	0	0	0	0	2	0	0	0	2	1	1
RCOR2	0	0	0	0	2	0	0	0	2	1	1
RNF212	1	0	0	1	0	0	0	0	2	1	1
SPANXC	0	0	0	0	2	0	0	0	2	1	1
TCOF1	0	0	0	0	2	0	0	0	2	1	1
ZNF347	0	0	0	0	2	0	0	0	2	1	1
ZNF728	0	0	0	0	2	0	0	0	2	1	1
AACS	1	0	0	0	0	0	0	0	1	1	1
AAMP	1	0	0	0	0	0	0	0	1	1	1
AASDH	1	0	0	0	0	0	0	0	1	1	1
AATK	0	0	0	0	0	0	1	0	1	1	1
ABCA2	0	0	0	0	1	0	0	0	1	1	1
ABCA4	0	0	0	0	1	0	0	0	1	1	1
ABCB1	0	0	0	0	1	0	0	0	1	1	1
ABCB5	0	0	0	0	1	0	0	0	1	1	1
ABCD2	0	0	0	0	1	0	0	0	1	1	1
ABHD17A	0	0	0	0	1	0	0	0	1	1	1
ABHD2	0	0	0	0	1	0	0	0	1	1	1
ABL2	0	0	0	0	0	1	0	0	1	1	1
ACADSB	0	0	0	0	1	0	0	0	1	1	1
ACOT9	0	0	0	0	1	0	0	0	1	1	1
ACPP	0	0	0	0	1	0	0	0	1	1	1
ACSL6	0	0	0	0	1	0	0	0	1	1	1
ACTG2	0	0	0	0	1	0	0	0	1	1	1
ADAM22	0	0	0	0	0	1	0	0	1	1	1
ADAMTS16	0	0	0	0	1	0	0	0	1	1	1
ADAMTS2	0	0	0	0	1	0	0	0	1	1	1
ADAMTSL3	0	0	0	0	1	0	0	0	1	1	1
ADGRB1	0	0	0	0	1	0	0	0	1	1	1
ADGRE3	0	0	0	0	1	0	0	0	1	1	1
ADGRG2	0	0	0	0	1	0	0	0	1	1	1
ADGRG7	0	0	0	0	0	1	0	0	1	1	1
ADNP2	0	1	0	0	0	0	0	0	1	1	1
ADORA2B	0	0	1	0	0	0	0	0	1	1	1
ADRA1D	0	0	0	0	1	0	0	0	1	1	1
ADRA2B	0	0	0	0	1	0	0	0	1	1	1
AFF3	0	0	0	0	1	0	0	0	1	1	1
AGAP2	0	0	0	0	1	0	0	0	1	1	1
AGL	0	0	0	0	0	1	0	0	1	1	1
AGO4	0	0	0	0	1	0	0	0	1	1	1
AHCY	0	0	0	0	1	0	0	0	1	1	1
AHNAK	0	0	0	0	1	0	0	0	1	1	1
AHRR	0	0	0	0	1	0	0	0	1	1	1
AIP	0	0	0	0	1	0	0	0	1	1	1
AJAP1	0	0	1	0	0	0	0	0	1	1	1
AKAP13	0	0	0	0	1	0	0	0	1	1	1
AKAP8L	0	0	0	0	1	0	0	0	1	1	1
AKAP9	0	0	0	0	0	1	0	0	1	1	1
AKIP1	0	0	0	0	1	0	0	0	1	1	1
AKNA	0	0	0	0	1	0	0	0	1	1	1
AKT3	0	0	0	0	1	0	0	0	1	1	1
ALG13	0	0	0	0	1	0	0	0	1	1	1
ALOX5	0	0	0	0	1	0	0	0	1	1	1
ALPK2	0	0	0	0	1	0	0	0	1	1	1
AMBRA1	0	0	0	0	0	0	0	1	1	1	1
AMOT	0	0	1	0	0	0	0	0	1	1	1
AMPD2	0	0	0	0	1	0	0	0	1	1	1
AMY2B	0	0	0	0	1	0	0	0	1	1	1
ANAPC5	0	0	0	0	1	0	0	0	1	1	1
ANKDD1A	0	0	0	0	1	0	0	0	1	1	1
ANKRD17	0	0	0	0	1	0	0	0	1	1	1
ANKRD30B	0	0	0	0	0	0	0	1	1	1	1
ANO10	1	0	0	0	0	0	0	0	1	1	1
ANTXR1	0	0	0	0	1	0	0	0	1	1	1
ANTXR2	1	0	0	0	0	0	0	0	1	1	1
APOA2	0	0	0	0	1	0	0	0	1	1	1
APOBEC1	0	0	0	0	1	0	0	0	1	1	1
APOC1	0	0	0	0	1	0	0	0	1	1	1
APTX	0	0	0	0	1	0	0	0	1	1	1
AQP10	0	0	0	0	1	0	0	0	1	1	1
ARF3	0	0	0	0	1	0	0	0	1	1	1
ARFGEF1	0	0	0	0	1	0	0	0	1	1	1
ARFGEF3	0	0	0	0	1	0	0	0	1	1	1
ARHGAP25	0	0	0	0	1	0	0	0	1	1	1
ARHGAP33	0	0	0	0	1	0	0	0	1	1	1
ARHGAP5	0	0	0	0	1	0	0	0	1	1	1
ARHGEF11	0	0	0	0	0	1	0	0	1	1	1
ARHGEF12	0	0	0	0	1	0	0	0	1	1	1
ARHGEF3	0	0	0	0	1	0	0	0	1	1	1
ARHGEF7	0	0	0	0	1	0	0	0	1	1	1
ARID1B	0	0	0	0	1	0	0	0	1	1	1
ARID3C	0	0	0	0	1	0	0	0	1	1	1
ARL10	0	0	0	0	1	0	0	0	1	1	1
ARL13B	0	0	0	0	1	0	0	0	1	1	1
ARRB2	0	0	0	0	1	0	0	0	1	1	1
ASB16	0	0	0	0	1	0	0	0	1	1	1
ASF1B	0	0	0	0	1	0	0	0	1	1	1
ATAD3A	0	0	0	0	1	0	0	0	1	1	1
ATAD5	0	0	0	0	0	0	0	1	1	1	1
ATG4D	1	0	0	0	0	0	0	0	1	1	1
ATP10A	0	0	0	0	1	0	0	0	1	1	1
ATP23	0	0	0	0	1	0	0	0	1	1	1
ATP9A	0	0	0	0	1	0	0	0	1	1	1
AUTS2	0	0	0	0	1	0	0	0	1	1	1
B4GALNT2	1	0	0	0	0	0	0	0	1	1	1
BBX	0	0	0	0	1	0	0	0	1	1	1
BCAM	1	0	0	0	0	0	0	0	1	1	1
BCAS3	0	1	0	0	0	0	0	0	1	1	1
BCKDHA	0	0	0	0	1	0	0	0	1	1	1
BCL2L13	0	0	1	0	0	0	0	0	1	1	1
BCL9	1	0	0	0	0	0	0	0	1	1	1
BCOR	0	0	0	0	1	0	0	0	1	1	1
BEGAIN	0	0	0	0	1	0	0	0	1	1	1
BHMT	1	0	0	0	0	0	0	0	1	1	1
BLK	0	0	0	0	1	0	0	0	1	1	1
BNIP1	0	1	0	0	0	0	0	0	1	1	1
BRPF1	1	0	0	0	0	0	0	0	1	1	1
BRPF3	1	0	0	0	0	0	0	0	1	1	1
C11orf57	0	1	0	0	0	0	0	0	1	1	1
C19orf57	0	0	0	0	1	0	0	0	1	1	1
C1QTNF5	0	0	0	0	0	1	0	0	1	1	1
C1orf112	0	0	0	0	1	0	0	0	1	1	1
C1orf122	1	0	0	0	0	0	0	0	1	1	1
C1orf127	0	0	0	0	1	0	0	0	1	1	1
C2CD6	0	0	0	0	1	0	0	0	1	1	1
C2orf73	0	0	0	0	1	0	0	0	1	1	1
C3orf30	0	0	1	0	0	0	0	0	1	1	1
C6orf118	0	0	0	0	1	0	0	0	1	1	1
C7orf33	0	0	0	0	1	0	0	0	1	1	1
CACNA1C	1	0	0	0	0	0	0	0	1	1	1
CACNA1H	0	0	0	0	1	0	0	0	1	1	1
CALD1	1	0	0	0	0	0	0	0	1	1	1
CALR	0	0	0	0	1	0	0	0	1	1	1
CAPN14	0	0	0	0	1	0	0	0	1	1	1
CAPS2	0	0	0	0	1	0	0	0	1	1	1
CASP5	1	0	0	0	0	0	0	0	1	1	1
CASS4	0	0	0	0	1	0	0	0	1	1	1
CCDC114	0	0	0	0	1	0	0	0	1	1	1
CCDC66	0	0	0	0	0	1	0	0	1	1	1
CCDC90B	0	0	0	0	1	0	0	0	1	1	1
CCM2	0	0	0	0	1	0	0	0	1	1	1
CCNC	0	0	0	0	0	1	0	0	1	1	1
CCNK	0	0	0	0	1	0	0	0	1	1	1
CCT8L2	0	0	0	0	1	0	0	0	1	1	1
CD101	1	0	0	0	0	0	0	0	1	1	1
CD163	0	0	0	0	0	1	0	0	1	1	1
CD276	0	0	0	0	1	0	0	0	1	1	1
CD33	1	0	0	0	0	0	0	0	1	1	1
CD40	0	0	0	0	0	1	0	0	1	1	1
CDAN1	0	0	0	0	1	0	0	0	1	1	1
CDC27	0	0	0	0	1	0	0	0	1	1	1
CDC42EP1	0	0	0	0	1	0	0	0	1	1	1
