	Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
43	PHF21A	0	0	1	0	1	0	0	0	2	2	2
44	POU5F1B	1	0	0	0	0	1	0	0	2	2	2
45	PROM1	0	0	1	0	1	0	0	0	2	2	2
46	PSMA1	2	0	0	0	0	0	0	0	2	2	2
47	PTMA	0	0	0	0	0	0	2	0	2	2	2
48	PTPN23	1	0	0	0	1	0	0	0	2	2	2
49	RBM33	0	0	1	0	1	0	0	0	2	2	2
50	RHCE	0	0	0	0	2	0	0	0	2	2	2
51	RHPN2	0	0	0	0	1	1	0	0	2	2	2
52	RSPH6A	0	0	1	1	0	0	0	0	2	2	2
53	RTP1	0	0	0	0	2	0	0	0	2	2	2
54	RYR1	0	0	0	0	1	0	0	1	2	2	2
55	SEC63	1	1	0	0	0	0	0	0	2	2	2
56	SIGLEC11	0	0	0	0	2	0	0	0	2	2	2
57	SLFN13	0	0	0	0	2	0	0	0	2	2	2
58	TCF21	0	0	0	0	2	0	0	0	2	2	2
59	TGM3	0	0	0	0	2	0	0	0	2	2	2
60	VWA5B1	0	0	0	0	2	0	0	0	2	2	2
61	ZCCHC4	1	0	0	0	1	0	0	0	2	2	2
62	ZIC2	1	0	0	0	1	0	0	0	2	2	2
63	ZNF705G	0	0	0	0	2	0	0	0	2	2	2
64	ZNF99	0	0	0	0	2	0	0	0	2	2	2
65	ASPG	0	1	0	0	1	0	0	0	2	1	1
66	COG8	0	0	0	0	2	0	0	0	2	1	1
67	DDX60L	1	0	0	0	1	0	0	0	2	1	1
68	EVPL	0	0	0	0	2	0	0	0	2	1	1
69	FBN2	0	0	0	0	2	0	0	0	2	1	1
70	IGFN1	0	0	0	0	2	0	0	0	2	1	1
71	MAGEE1	0	0	2	0	0	0	0	0	2	1	1
72	MAN2B1	0	0	0	0	1	1	0	0	2	1	1
73	MAP2K2	0	0	0	0	1	0	0	1	2	1	1
74	MYOF	0	0	0	0	2	0	0	0	2	1	1
75	OR10H5	0	0	0	0	2	0	0	0	2	1	1
76	PCSK1	1	0	0	0	0	1	0	0	2	1	1
77	PRDX1	0	0	0	0	1	1	0	0	2	1	1
78	PTPN21	0	0	0	0	2	0	0	0	2	1	1
79	SLIT3	0	0	0	0	2	0	0	0	2	1	1
80	SPANXC	0	0	0	0	2	0	0	0	2	1	1
81	TCOF1	0	0	0	0	2	0	0	0	2	1	1
82	TRIM48	0	0	0	0	1	1	0	0	2	1	1
83	WBP1	1	1	0	0	0	0	0	0	2	1	1
84	ZNF347	0	0	0	0	2	0	0	0	2	1	1
85	ZNF728	0	0	0	0	2	0	0	0	2	1	1
86	AACS	1	0	0	0	0	0	0	0	1	1	1
87	AAMP	1	0	0	0	0	0	0	0	1	1	1
88	ABCA12	0	0	0	0	1	0	0	0	1	1	1
89	ABCA2	0	0	0	0	1	0	0	0	1	1	1
90	ABCA4	0	0	0	0	1	0	0	0	1	1	1
91	ABCC5	0	0	0	0	1	0	0	0	1	1	1
92	ABCD2	0	0	0	0	1	0	0	0	1	1	1
93	ABHD2	0	0	0	0	1	0	0	0	1	1	1
94	ABLIM3	0	0	0	0	1	0	0	0	1	1	1
95	ABR	0	0	0	0	1	0	0	0	1	1	1
96	ACIN1	1	0	0	0	0	0	0	0	1	1	1
97	ACTN2	1	0	0	0	0	0	0	0	1	1	1
98	ADAL	0	0	0	0	1	0	0	0	1	1	1
99	ADAM22	0	0	0	0	0	1	0	0	1	1	1
100	ADAMTS2	0	0	0	0	1	0	0	0	1	1	1
101	ADAMTS6	0	0	0	0	1	0	0	0	1	1	1
102	ADAMTSL2	0	0	0	0	1	0	0	0	1	1	1
103	ADAMTSL3	0	0	0	0	1	0	0	0	1	1	1
104	ADGRB1	0	0	0	0	1	0	0	0	1	1	1
105	ADGRE3	0	0	0	0	1	0	0	0	1	1	1
106	ADGRV1	0	0	0	0	0	1	0	0	1	1	1
107	ADORA2B	0	0	1	0	0	0	0	0	1	1	1
108	ADRA1D	0	0	0	0	1	0	0	0	1	1	1
109	ADSSL1	0	0	0	0	1	0	0	0	1	1	1
110	AFF3	0	0	0	0	1	0	0	0	1	1	1
111	AGL	0	0	0	0	0	1	0	0	1	1	1
112	AGXT	0	1	0	0	0	0	0	0	1	1	1
113	AHCY	0	0	0	0	1	0	0	0	1	1	1
114	AJAP1	0	0	1	0	0	0	0	0	1	1	1
115	AKAP13	0	0	0	0	1	0	0	0	1	1	1
116	AKAP8L	0	0	0	0	1	0	0	0	1	1	1
117	AKAP9	0	0	0	0	0	1	0	0	1	1	1
118	AKIP1	0	0	0	0	1	0	0	0	1	1	1
119	AKNA	0	0	0	0	1	0	0	0	1	1	1
120	AKT3	0	0	0	0	1	0	0	0	1	1	1
121	ALG13	0	0	0	0	1	0	0	0	1	1	1
122	ALPK2	0	0	0	0	1	0	0	0	1	1	1
123	AMBRA1	0	0	0	0	0	0	0	1	1	1	1
124	AMPD2	0	0	0	0	1	0	0	0	1	1	1
125	ANAPC5	0	0	0	0	1	0	0	0	1	1	1
126	ANKDD1A	0	0	0	0	1	0	0	0	1	1	1
127	ANKRD30A	0	0	0	0	1	0	0	0	1	1	1
128	ANKRD30B	0	0	0	0	0	0	0	1	1	1	1
129	ANKRD53	0	0	0	0	1	0	0	0	1	1	1
130	ANTXR1	0	0	0	0	1	0	0	0	1	1	1
131	APC	0	0	0	0	1	0	0	0	1	1	1
132	APOBEC1	0	0	0	0	1	0	0	0	1	1	1
133	APOBEC3H	0	0	0	0	1	0	0	0	1	1	1
134	APTX	0	0	0	0	1	0	0	0	1	1	1
135	ARFGEF1	0	0	0	0	1	0	0	0	1	1	1
136	ARFGEF3	0	0	0	0	1	0	0	0	1	1	1
137	ARHGAP22	0	0	0	0	1	0	0	0	1	1	1
138	ARHGAP33	0	0	0	0	1	0	0	0	1	1	1
139	ARHGAP5	0	0	0	0	1	0	0	0	1	1	1
140	ARHGEF12	0	0	0	0	1	0	0	0	1	1	1
141	ARHGEF40	0	0	0	0	1	0	0	0	1	1	1
142	ARHGEF7	0	0	0	0	1	0	0	0	1	1	1
143	ARID1A	0	0	0	0	1	0	0	0	1	1	1
144	ARID3C	0	0	0	0	1	0	0	0	1	1	1
145	ARL10	0	0	0	0	1	0	0	0	1	1	1
146	ARL13B	0	0	0	0	1	0	0	0	1	1	1
147	ARRB2	0	0	0	0	1	0	0	0	1	1	1
148	ARSI	0	0	0	0	1	0	0	0	1	1	1
149	ASB16	0	0	0	0	1	0	0	0	1	1	1
150	ASF1B	0	0	0	0	1	0	0	0	1	1	1
151	ASH1L	0	1	0	0	0	0	0	0	1	1	1
152	ASH2L	0	0	0	0	1	0	0	0	1	1	1
153	ATAD3A	0	0	0	0	1	0	0	0	1	1	1
154	ATAD3B	0	0	0	0	1	0	0	0	1	1	1
155	ATAD5	0	0	0	0	0	0	0	1	1	1	1
156	ATF7IP	0	0	0	0	1	0	0	0	1	1	1
157	ATG4D	1	0	0	0	0	0	0	0	1	1	1
158	ATP10A	0	0	0	0	1	0	0	0	1	1	1
159	ATP13A4	0	0	0	0	1	0	0	0	1	1	1
160	ATP9A	0	0	0	0	1	0	0	0	1	1	1
161	AUTS2	0	0	0	0	1	0	0	0	1	1	1
162	B4GALNT2	1	0	0	0	0	0	0	0	1	1	1
163	BCAM	1	0	0	0	0	0	0	0	1	1	1
164	BCKDHA	0	0	0	0	1	0	0	0	1	1	1
165	BCL2L2	0	0	0	0	1	0	0	0	1	1	1
166	BCL9	1	0	0	0	0	0	0	0	1	1	1
167	BCLAF1	0	0	0	0	1	0	0	0	1	1	1
168	BEGAIN	0	0	0	0	1	0	0	0	1	1	1
169	BEND5	1	0	0	0	0	0	0	0	1	1	1
170	BEST3	0	0	0	0	1	0	0	0	1	1	1
171	BHMT	1	0	0	0	0	0	0	0	1	1	1
172	BICRA	0	0	0	0	1	0	0	0	1	1	1
173	BNIP1	0	1	0	0	0	0	0	0	1	1	1
174	BRPF1	1	0	0	0	0	0	0	0	1	1	1
175	BRSK2	0	1	0	0	0	0	0	0	1	1	1
176	BRWD1	0	0	0	0	1	0	0	0	1	1	1
177	BTBD11	0	0	0	0	1	0	0	0	1	1	1
178	C11orf57	0	1	0	0	0	0	0	0	1	1	1
179	C19orf57	0	0	0	0	1	0	0	0	1	1	1
180	C1orf122	1	0	0	0	0	0	0	0	1	1	1
181	C1orf127	0	0	0	0	1	0	0	0	1	1	1
182	C2orf73	0	0	0	0	1	0	0	0	1	1	1
183	C3orf30	0	0	1	0	0	0	0	0	1	1	1
184	C6orf118	0	0	0	0	1	0	0	0	1	1	1
185	CACNA1A	0	0	0	0	0	0	0	1	1	1	1
186	CACNA1C	1	0	0	0	0	0	0	0	1	1	1
187	CACNA1G	0	0	1	0	0	0	0	0	1	1	1
188	CACNA1H	0	0	0	0	1	0	0	0	1	1	1
189	CACNB2	0	0	0	0	1	0	0	0	1	1	1
190	CALD1	1	0	0	0	0	0	0	0	1	1	1
191	CALR	0	0	0	0	1	0	0	0	1	1	1
192	CALY	0	0	0	0	1	0	0	0	1	1	1
193	CASP5	1	0	0	0	0	0	0	0	1	1	1
194	CBL	0	0	1	0	0	0	0	0	1	1	1
195	CBWD3	0	0	0	0	0	0	0	1	1	1	1
196	CCDC90B	0	0	0	0	1	0	0	0	1	1	1
197	CCNC	0	0	0	0	0	1	0	0	1	1	1
198	CCNK	0	0	0	0	1	0	0	0	1	1	1
199	CCZ1	0	0	0	0	1	0	0	0	1	1	1
200	CD101	1	0	0	0	0	0	0	0	1	1	1
201	CD40	0	0	0	0	0	1	0	0	1	1	1
202	CD93	1	0	0	0	0	0	0	0	1	1	1
203	CDAN1	0	0	0	0	1	0	0	0	1	1	1
204	CDC27	0	0	0	0	1	0	0	0	1	1	1
205	CDH10	0	0	0	0	0	1	0	0	1	1	1
206	CDK11A	0	0	0	1	0	0	0	0	1	1	1
207	CDK15	0	0	0	0	1	0	0	0	1	1	1
208	CDK18	0	0	0	0	1	0	0	0	1	1	1
209	CDKL3	0	0	1	0	0	0	0	0	1	1	1
210	CDKN2A	0	0	0	0	0	1	0	0	1	1	1
211	CDRT1	0	0	0	0	1	0	0	0	1	1	1
212	CDS2	0	0	0	0	0	0	0	1	1	1	1
213	CELSR2	0	0	0	0	1	0	0	0	1	1	1
214	CEP120	0	0	0	0	1	0	0	0	1	1	1
215	CEP170	0	0	0	0	0	1	0	0	1	1	1
216	CFAP36	0	1	0	0	0	0	0	0	1	1	1
217	CFAP47	0	0	0	0	1	0	0	0	1	1	1
218	CFAP99	0	0	0	0	1	0	0	0	1	1	1
219	CGB7	0	0	0	0	1	0	0	0	1	1	1
220	CHD1	0	0	0	0	1	0	0	0	1	1	1
221	CHEK1	0	1	0	0	0	0	0	0	1	1	1
222	CHIC1	0	0	1	0	0	0	0	0	1	1	1
223	CIDEA	0	0	0	0	1	0	0	0	1	1	1
224	CLCA2	0	0	0	0	1	0	0	0	1	1	1
225	CLPTM1L	0	0	0	0	1	0	0	0	1	1	1
226	CMTR1	0	0	0	0	1	0	0	0	1	1	1
227	CNDP1	0	0	0	0	1	0	0	0	1	1	1
228	CNTN5	0	0	0	0	1	0	0	0	1	1	1
229	CNTN6	1	0	0	0	0	0	0	0	1	1	1
230	COL15A1	0	0	0	0	1	0	0	0	1	1	1
231	COL18A1	0	0	0	0	1	0	0	0	1	1	1
232	COL4A6	0	0	0	0	1	0	0	0	1	1	1
233	COL5A3	1	0	0	0	0	0	0	0	1	1	1
234	COMMD10	1	0	0	0	0	0	0	0	1	1	1
235	COPB2	0	0	0	0	1	0	0	0	1	1	1
236	CPNE7	0	0	0	0	1	0	0	0	1	1	1
237	CREB3L2	1	0	0	0	0	0	0	0	1	1	1
238	CRK	0	0	0	0	1	0	0	0	1	1	1
239	CRTC1	1	0	0	0	0	0	0	0	1	1	1
240	CRYBG2	0	0	0	0	1	0	0	0	1	1	1
241	CSAG1	0	0	0	0	1	0	0	0	1	1	1
242	CSH2	0	0	0	0	1	0	0	0	1	1	1
243	CTH	0	0	0	0	1	0	0	0	1	1	1
244	CTNNB1	0	0	0	0	1	0	0	0	1	1	1
245	CTTNBP2NL	0	0	0	0	1	0	0	0	1	1	1
246	CUBN	0	0	0	0	1	0	0	0	1	1	1
247	CUL4A	0	0	0	0	1	0	0	0	1	1	1
248	CYHR1	1	0	0	0	0	0	0	0	1	1	1
249	CYP4A22	0	0	0	0	1	0	0	0	1	1	1
250	DAAM1	0	0	0	0	1	0	0	0	1	1	1
251	DAGLA	0	0	0	0	1	0	0	0	1	1	1
252	DBNL	0	0	0	0	1	0	0	0	1	1	1
253	DCHS1	0	0	0	0	0	1	0	0	1	1	1
254	DDX20	0	0	0	0	1	0	0	0	1	1	1
255	DDX27	0	0	1	0	0	0	0	0	1	1	1
256	DENND5B	0	0	0	0	1	0	0	0	1	1	1
257	DERL3	0	0	0	0	1	0	0	0	1	1	1
258	DGKG	0	0	0	0	1	0	0	0	1	1	1
259	DHRS4L2	0	0	0	0	0	1	0	0	1	1	1
260	DIXDC1	0	0	0	0	1	0	0	0	1	1	1
261	DLGAP3	1	0	0	0	0	0	0	0	1	1	1
262	DLX2	0	0	1	0	0	0	0	0	1	1	1
263	DLX6	1	0	0	0	0	0	0	0	1	1	1
264	DNAH17	0	0	0	0	1	0	0	0	1	1	1
265	DNAH7	0	0	0	0	1	0	0	0	1	1	1
266	DNAJC13	1	0	0	0	0	0	0	0	1	1	1
267	DNMT3A	0	0	0	0	1	0	0	0	1	1	1
268	DOK3	0	0	0	0	1	0	0	0	1	1	1
269	DOPEY2	0	0	0	0	1	0	0	0	1	1	1
270	DPP3	0	0	0	0	1	0	0	0	1	1	1
271	DPP4	0	0	0	0	1	0	0	0	1	1	1
272	DPPA3	0	0	0	0	1	0	0	0	1	1	1
273	DSG4	0	0	0	0	1	0	0	0	1	1	1
274	DTD2	0	0	0	0	1	0	0	0	1	1	1
275	DYRK1B	0	0	0	0	1	0	0	0	1	1	1
276	ECM2	1	0	0	0	0	0	0	0	1	1	1
277	EDIL3	0	0	0	0	1	0	0	0	1	1	1
278	EFS	0	0	0	0	1	0	0	0	1	1	1
279	EHD2	0	0	0	0	0	1	0	0	1	1	1
280	EIF3C	0	0	1	0	0	0	0	0	1	1	1
281	EIF5AL1	0	0	0	0	1	0	0	0	1	1	1
282	ELFN2	0	0	0	0	1	0	0	0	1	1	1
283	ENOX2	0	0	0	0	1	0	0	0	1	1	1
284	ENTPD3	0	0	0	0	1	0	0	0	1	1	1
285	EPHA2	0	0	0	0	1	0	0	0	1	1	1
286	EPPK1	0	0	0	0	1	0	0	0	1	1	1
287	ERGIC2	0	0	0	0	1	0	0	0	1	1	1
288	ERICH3	0	0	0	0	1	0	0	0	1	1	1
289	ERN2	0	0	0	0	1	0	0	0	1	1	1
290	ESPN	0	0	0	0	1	0	0	0	1	1	1
291	ETV4	0	0	0	0	1	0	0	0	1	1	1
292	EVL	1	0	0	0	0	0	0	0	1	1	1
293	EWSR1	0	0	0	0	1	0	0	0	1	1	1
294	EXTL1	0	0	1	0	0	0	0	0	1	1	1
295	FAIM	0	0	0	0	1	0	0	0	1	1	1
296	FAM110D	0	0	0	0	1	0	0	0	1	1	1
297	FAM129B	0	0	0	0	1	0	0	0	1	1	1
298	FAM135B	0	0	0	0	1	0	0	0	1	1	1
299	FAM170B	0	0	0	0	0	1	0	0	1	1	1
300	FAM186A	0	0	1	0	0	0	0	0	1	1	1
301	FAM19A2	0	0	0	0	1	0	0	0	1	1	1
302	FAM228A	0	0	0	0	1	0	0	0	1	1	1
303	FAM47C	0	0	0	0	1	0	0	0	1	1	1
304	FAM86C1	0	0	0	0	1	0	0	0	1	1	1
305	FAT1	0	0	0	0	1	0	0	0	1	1	1
306	FBLIM1	0	0	0	0	1	0	0	0	1	1	1
307	FBN3	0	0	0	0	1	0	0	0	1	1	1
308	FCGBP	0	0	0	0	1	0	0	0	1	1	1
309	FETUB	0	0	0	0	1	0	0	0	1	1	1
310	FHOD3	0	0	0	0	1	0	0	0	1	1	1
311	FKBP10	0	0	0	0	1	0	0	0	1	1	1
312	FMNL2	0	0	0	0	1	0	0	0	1	1	1
313	FN1	0	0	0	0	1	0	0	0	1	1	1
314	FNDC1	0	0	0	0	1	0	0	0	1	1	1
315	FOXC2	0	0	0	0	1	0	0	0	1	1	1
316	FOXD4	0	0	0	0	1	0	0	0	1	1	1
317	FOXN3	0	0	0	0	1	0	0	0	1	1	1
318	FRMPD1	1	0	0	0	0	0	0	0	1	1	1
319	FUT10	0	0	0	0	0	1	0	0	1	1	1
320	G3BP1	0	0	0	0	0	1	0	0	1	1	1
321	GABBR2	0	0	0	0	1	0	0	0	1	1	1
322	GABRA2	0	0	0	0	1	0	0	0	1	1	1
323	GABRA4	0	0	0	0	1	0	0	0	1	1	1
324	GABRR1	0	0	0	0	1	0	0	0	1	1	1
325	GALNT11	0	0	0	0	1	0	0	0	1	1	1
326	GALNT15	0	0	0	0	1	0	0	0	1	1	1
327	GBP4	0	0	0	0	1	0	0	0	1	1	1
328	GEMIN5	0	0	0	0	1	0	0	0	1	1	1
329	GFRA4	0	0	1	0	0	0	0	0	1	1	1
330	GJB4	0	0	0	0	1	0	0	0	1	1	1
331	GNPAT	0	0	0	0	1	0	0	0	1	1	1
332	GOLGA6A	0	0	0	0	1	0	0	0	1	1	1
333	GOLGA6L10	0	0	0	0	1	0	0	0	1	1	1
334	GOLT1A	1	0	0	0	0	0	0	0	1	1	1
335	GOLT1B	0	0	0	0	1	0	0	0	1	1	1
336	GPAM	0	0	0	0	1	0	0	0	1	1	1
337	GPATCH1	0	0	0	0	0	1	0	0	1	1	1
338	GPBP1	0	0	0	0	1	0	0	0	1	1	1
339	GPC3	0	0	1	0	0	0	0	0	1	1	1
340	GPN3	0	0	0	0	1	0	0	0	1	1	1
341	GPR142	0	0	0	0	1	0	0	0	1	1	1
342	GPR161	0	0	0	0	1	0	0	0	1	1	1
343	GPR37L1	0	0	1	0	0	0	0	0	1	1	1
344	GRB14	0	1	0	0	0	0	0	0	1	1	1
345	GREB1	0	0	0	0	1	0	0	0	1	1	1
346	GRID1	0	0	0	0	1	0	0	0	1	1	1
347	GRID2	0	0	0	0	1	0	0	0	1	1	1
348	GRIK2	0	0	0	0	1	0	0	0	1	1	1
349	GRIN2B	0	0	1	0	0	0	0	0	1	1	1
350	GRM7	0	0	0	0	1	0	0	0	1	1	1
351	GSDMD	0	0	0	0	1	0	0	0	1	1	1
352	GSTM5	0	0	0	0	1	0	0	0	1	1	1
353	GTF2F2	0	0	0	0	1	0	0	0	1	1	1
354	GTF3C3	0	1	0	0	0	0	0	0	1	1	1
355	HABP4	0	0	0	0	1	0	0	0	1	1	1
356	HASPIN	0	0	0	0	1	0	0	0	1	1	1
357	HDGFL2	0	0	0	0	0	1	0	0	1	1	1
358	HEATR5B	0	0	0	0	1	0	0	0	1	1	1
359	HEY2	0	0	0	0	1	0	0	0	1	1	1
360	HIST1H2AC	1	0	0	0	0	0	0	0	1	1	1
361	HIST2H2AB	0	0	0	0	1	0	0	0	1	1	1
362	HLA-DRB5	0	0	0	0	1	0	0	0	1	1	1
363	HLCS	0	0	0	0	1	0	0	0	1	1	1
364	HMCN1	0	0	0	0	1	0	0	0	1	1	1
365	HNRNPCL2	0	0	0	0	1	0	0	0	1	1	1
366	HOMEZ	1	0	0	0	0	0	0	0	1	1	1
367	HOXB2	1	0	0	0	0	0	0	0	1	1	1
368	HOXC9	0	0	1	0	0	0	0	0	1	1	1
369	HOXD12	0	0	0	0	1	0	0	0	1	1	1
370	HOXD3	1	0	0	0	0	0	0	0	1	1	1
371	HPCAL1	0	0	0	0	0	1	0	0	1	1	1
372	HRASLS5	0	0	0	0	1	0	0	0	1	1	1
373	HS6ST3	0	0	0	0	1	0	0	0	1	1	1
374	HSF1	0	0	0	0	1	0	0	0	1	1	1
375	HTRA3	0	0	0	0	1	0	0	0	1	1	1
376	IARS	1	0	0	0	0	0	0	0	1	1	1
377	IFNA17	0	0	0	0	1	0	0	0	1	1	1
378	IFT172	0	0	0	0	1	0	0	0	1	1	1
379	ING1	0	0	0	0	0	1	0	0	1	1	1
380	INMT	0	0	0	0	1	0	0	0	1	1	1
381	INO80E	0	1	0	0	0	0	0	0	1	1	1
382	INSC	0	0	0	0	0	0	0	1	1	1	1
383	INTS5	0	0	0	0	0	1	0	0	1	1	1
384	IPO11	0	0	0	0	1	0	0	0	1	1	1
385	IRS2	0	0	0	0	1	0	0	0	1	1	1
386	ITGA3	0	0	0	0	1	0	0	0	1	1	1
387	ITPKA	0	0	0	0	1	0	0	0	1	1	1
388	ITPR3	0	0	0	0	1	0	0	0	1	1	1
389	ITSN2	0	0	0	0	1	0	0	0	1	1	1
390	JMY	0	0	0	0	1	0	0	0	1	1	1
391	KALRN	0	0	0	0	1	0	0	0	1	1	1
392	KCNMA1	1	0	0	0	0	0	0	0	1	1	1
393	KDELC1	0	0	0	0	1	0	0	0	1	1	1
394	KEAP1	0	0	0	0	1	0	0	0	1	1	1
395	KIAA1324L	0	0	0	0	1	0	0	0	1	1	1
396	KIAA1468	0	0	0	0	1	0	0	0	1	1	1
397	KIAA1683	0	0	0	0	1	0	0	0	1	1	1
398	KIAA2026	0	0	1	0	0	0	0	0	1	1	1
399	KIF25	0	0	0	0	1	0	0	0	1	1	1
400	KLHL29	0	0	0	0	0	1	0	0	1	1	1
401	KLHL6	0	0	0	0	1	0	0	0	1	1	1
402	KLRC4	0	0	1	0	0	0	0	0	1	1	1
403	KRBOX4	0	0	1	0	0	0	0	0	1	1	1
404	KRT1	0	0	1	0	0	0	0	0	1	1	1
405	KRT10	0	0	0	0	1	0	0	0	1	1	1
406	KRT2	0	0	0	0	1	0	0	0	1	1	1
407	KRT38	0	0	0	0	1	0	0	0	1	1	1
408	KRT5	0	0	0	0	1	0	0	0	1	1	1
409	KRTAP10-2	0	0	0	0	1	0	0	0	1	1	1
410	KRTAP10-5	0	0	0	0	1	0	0	0	1	1	1
411	KRTAP10-6	0	0	0	0	1	0	0	0	1	1	1
412	KRTAP11-1	0	0	0	0	0	1	0	0	1	1	1
413	KRTAP2-3	0	0	1	0	0	0	0	0	1	1	1
414	KRTAP4-7	0	0	0	0	1	0	0	0	1	1	1
415	KRTAP4-9	0	0	0	0	1	0	0	0	1	1	1
416	KRTAP9-9	0	0	0	0	1	0	0	0	1	1	1
417	LAMA5	0	0	0	0	1	0	0	0	1	1	1
418	LAMC3	0	0	0	0	1	0	0	0	1	1	1
419	LARP1	0	0	0	0	0	0	0	1	1	1	1
420	LARP7	0	0	0	1	0	0	0	0	1	1	1
421	LCMT2	0	0	0	0	1	0	0	0	1	1	1
422	LDLR	0	0	0	0	1	0	0	0	1	1	1
423	LHCGR	0	0	0	0	1	0	0	0	1	1	1
424	LHX1	0	0	0	0	1	0	0	0	1	1	1
425	LILRA1	0	0	0	0	1	0	0	0	1	1	1
426	LILRA2	0	0	0	0	0	0	0	1	1	1	1
427	LILRA6	0	0	0	0	1	0	0	0	1	1	1
428	LILRB2	0	0	0	0	1	0	0	0	1	1	1
429	LILRB4	0	0	0	0	1	0	0	0	1	1	1
430	LIMK2	1	0	0	0	0	0	0	0	1	1	1
431	LINGO3	0	0	0	0	1	0	0	0	1	1	1
432	LLGL2	0	0	0	0	1	0	0	0	1	1	1
433	LMAN1	0	1	0	0	0	0	0	0	1	1	1
434	LOC729159	1	0	0	0	0	0	0	0	1	1	1
435	LOXL3	1	0	0	0	0	0	0	0	1	1	1
436	LRCH2	0	0	1	0	0	0	0	0	1	1	1
437	LRP1	0	0	0	0	1	0	0	0	1	1	1
438	LRP6	0	0	0	0	1	0	0	0	1	1	1
439	LRRC7	0	0	0	0	1	0	0	0	1	1	1
440	LRRIQ3	0	1	0	0	0	0	0	0	1	1	1
441	LSAMP	0	0	0	0	1	0	0	0	1	1	1
442	LSS	0	0	0	0	1	0	0	0	1	1	1
443	LTBP3	0	0	0	0	1	0	0	0	1	1	1
444	LTN1	0	0	0	0	1	0	0	0	1	1	1
445	LYPD1	0	0	0	0	1	0	0	0	1	1	1
446	MAATS1	0	0	0	0	1	0	0	0	1	1	1
447	MAB21L2	0	0	0	0	1	0	0	0	1	1	1
448	MAD2L1	0	0	0	0	1	0	0	0	1	1	1
449	MAGEC1	0	0	0	0	1	0	0	0	1	1	1
450	MAGEL2	0	0	0	0	1	0	0	0	1	1	1
451	MAP3K7	0	0	1	0	0	0	0	0	1	1	1
452	MARCH10	0	0	0	0	1	0	0	0	1	1	1
453	MC1R	0	0	0	0	1	0	0	0	1	1	1
454	MCM8	0	0	0	0	1	0	0	0	1	1	1
455	MDS2	0	0	0	1	0	0	0	0	1	1	1
456	MEGF6	0	0	0	0	1	0	0	0	1	1	1
457	METTL27	1	0	0	0	0	0	0	0	1	1	1
458	METTL9	0	0	0	0	1	0	0	0	1	1	1
